Plant Name,Soil Type,Soil pH,Temperature,Rainfall (mm),Required Fertilizer,Common Pests & Recommended Pesticides
Mango,Sandy Loam,6.2,32,1012,Sulfur Fertilizer,Coffee Rust - Propiconazole
Pineapple,Sandy Loam,6.5,28,1619,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Aloe Vera,Loamy,6.4,12,650,Phosphate Fertilizer,Mealybug - Buprofezin
Strawberry,Sandy,5.8,24,1639,Potash Fertilizer,Blast - Tricyclazole
Rice,Red,6.4,18,2243,Farmyard Manure,Blast - Tricyclazole
Cashew,Black,7.2,29,2311,Organic Compost,Stem Borer - Carbaryl
Ginger,Sandy Loam,7.1,16,1590,Farmyard Manure,Leaf Spot - Chlorothalonil
Bamboo,Sandy,7.4,20,1359,DAP,Leaf Curl - Imidacloprid
Tomato,Alluvial,6.9,14,341,Potassium Nitrate,Bollworm - Cypermethrin
Spinach,Sandy,7.3,13,400,Organic Compost,Powdery Mildew - Sulfur
Potato,Sandy Loam,7.2,23,2131,Urea,Anthracnose - Carbendazim
Coconut,Sandy,6.6,24,620,Sulfur Fertilizer,Blast - Tricyclazole
Pumpkin,Clayey,5.8,27,436,Potash Fertilizer,Coffee Rust - Propiconazole
Onion,Sandy,5.8,22,2363,NPK Fertilizer,Red Rot - Carbendazim
Papaya,Mountain,7.4,28,1634,Farmyard Manure,Leaf Spot - Chlorothalonil
Ginger,Mountain,6.7,24,1135,Urea,Stem Borer - Carbaryl
Ginger,Clayey,6.1,17,652,Sulfur Fertilizer,Powdery Mildew - Sulfur
Potato,Sandy,5.9,27,2345,Farmyard Manure,Mealybug - Buprofezin
Potato,Black,5.8,35,1868,Potassium Nitrate,Rust - Propiconazole
Watermelon,Black,6,23,2349,Farmyard Manure,Aphids - Imidacloprid
Cauliflower,Clayey,7.3,35,1230,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Guava,Sandy Loam,6.9,20,300,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Blueberry,Red,6,28,914,Urea,Mealybug - Buprofezin
Okra,Clayey,6,25,2348,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Sunflower,Loamy,5.6,19,1566,Sulfur Fertilizer,Anthracnose - Carbendazim
Okra,Sandy Loam,7,15,2413,Farmyard Manure,Aphids - Imidacloprid
Banana,Clayey,7.2,25,1060,Urea,Leaf Curl - Imidacloprid
Cabbage,Mountain,6.3,12,392,Calcium Ammonium Nitrate,Scab - Captan
Coffee,Mountain,6.6,31,839,Urea,Blast - Tricyclazole
Aloe Vera,Loamy,6.3,20,402,Sulfur Fertilizer,Red Rot - Carbendazim
Chili,Laterite,6.1,18,713,DAP,Red Rot - Carbendazim
Coconut,Black,7.1,22,2296,Farmyard Manure,Scab - Captan
Neem,Sandy Loam,5.9,28,1913,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Black Gram,Loamy,5.7,17,760,Sulfur Fertilizer,Rust - Mancozeb
Neem,Sandy,5.6,11,2224,Potash Fertilizer,Red Rot - Carbendazim
Cotton,Sandy,6,25,1389,Farmyard Manure,Blister Blight - Copper Oxychloride
Bamboo,Sandy,5.8,19,693,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Pumpkin,Red,6.4,27,819,DAP,Blast - Tricyclazole
Cauliflower,Loamy,7.4,22,1168,DAP,Coffee Rust - Propiconazole
Watermelon,Alluvial,5.7,19,1658,Phosphate Fertilizer,Rust - Mancozeb
Peas,Loamy,6.1,32,2325,Urea,Leaf Curl - Imidacloprid
Brinjal,Alluvial,6.6,11,470,Sulfur Fertilizer,Mealybug - Buprofezin
Peach,Clayey,5.7,15,1424,NPK Fertilizer,Stem Borer - Carbaryl
Mango,Black,6.6,16,1984,Organic Compost,Thrips - Spinosad
Guava,Laterite,6.9,16,1880,DAP,Stem Borer - Carbaryl
Groundnut,Clayey Loam,7.3,11,1251,Organic Compost,Aphids - Imidacloprid
Pineapple,Alluvial,5.6,13,1357,NPK Fertilizer,Blister Blight - Copper Oxychloride
Guava,Loamy,5.5,25,1877,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Green Gram,Loamy,6.4,35,662,Potash Fertilizer,Blast - Tricyclazole
Okra,Laterite,5.5,28,579,Phosphate Fertilizer,Rust - Mancozeb
Wheat,Laterite,7.1,15,1999,Potassium Nitrate,Scab - Captan
Blueberry,Red,6,35,592,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Peach,Mountain,6.6,32,1149,Potash Fertilizer,Anthracnose - Carbendazim
Tea,Alluvial,6.7,29,1055,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Coconut,Loamy,7.2,20,1827,Potash Fertilizer,Blast - Tricyclazole
Brinjal,Sandy,6.2,33,363,Sulfur Fertilizer,Bollworm - Cypermethrin
Jackfruit,Mountain,6.1,35,1972,DAP,Blast - Tricyclazole
Basil,Clayey Loam,6.9,30,1076,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Sunflower,Mountain,5.8,12,917,Potassium Nitrate,Bud Rot - Copper Oxychloride
Cabbage,Sandy,7.3,20,676,DAP,Thrips - Spinosad
Turmeric,Red,6.7,21,1341,Phosphate Fertilizer,Mealybug - Buprofezin
Mango,Red,7.5,27,913,DAP,Thrips - Spinosad
Lentils,Loamy,5.9,25,1750,Farmyard Manure,Leaf Spot - Chlorothalonil
Mango,Clayey Loam,7,19,821,Potassium Nitrate,Mealybug - Buprofezin
Cauliflower,Clayey Loam,6.8,28,1732,Potassium Nitrate,Stem Borer - Carbaryl
Black Gram,Clayey Loam,6.2,26,1796,NPK Fertilizer,Red Rot - Carbendazim
Jute,Mountain,6.1,25,906,Potash Fertilizer,Thrips - Spinosad
Tea,Sandy,7.4,20,1190,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Sugarcane,Sandy Loam,5.8,33,2055,Organic Compost,Blister Blight - Copper Oxychloride
Peas,Loamy,5.6,12,609,DAP,Scab - Captan
Onion,Clayey Loam,6.8,34,790,Potash Fertilizer,Powdery Mildew - Sulfur
Radish,Sandy,5.5,27,866,Organic Compost,Coffee Rust - Propiconazole
Mustard,Red,6,18,373,NPK Fertilizer,Panama Wilt - Thiophanate
Jackfruit,Sandy Loam,5.6,18,1179,Farmyard Manure,Blast - Tricyclazole
Carrot,Clayey,5.7,10,2350,DAP,Blister Blight - Copper Oxychloride
Radish,Clayey Loam,6.5,21,2043,Organic Compost,Rust - Propiconazole
Chili,Clayey,5.6,10,1577,Potash Fertilizer,Aphids - Imidacloprid
Strawberry,Loamy,6.7,21,918,Potassium Nitrate,Panama Wilt - Thiophanate
Okra,Loamy,6.5,27,2102,Urea,Blister Blight - Copper Oxychloride
Okra,Sandy,5.9,24,1793,Potash Fertilizer,Leaf Curl - Imidacloprid
Guava,Clayey,7.3,18,1268,Potash Fertilizer,Powdery Mildew - Sulfur
Mahogany,Red,6.5,19,2482,DAP,Coffee Rust - Propiconazole
Cabbage,Mountain,7.5,15,1669,NPK Fertilizer,Leaf Spot - Chlorothalonil
Cauliflower,Loamy,6.7,25,1816,NPK Fertilizer,Panama Wilt - Thiophanate
Mango,Clayey,7.1,30,619,DAP,Panama Wilt - Thiophanate
Watermelon,Sandy,6.4,30,1633,Potassium Nitrate,Powdery Mildew - Sulfur
Pear,Black,7,28,1303,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Aloe Vera,Clayey,5.7,21,1926,Potassium Nitrate,Rust - Mancozeb
Cauliflower,Laterite,5.9,20,422,Sulfur Fertilizer,Rust - Propiconazole
Coconut,Clayey Loam,7.3,28,2368,Calcium Ammonium Nitrate,Blast - Tricyclazole
Okra,Sandy,6.8,18,1804,Potassium Nitrate,Aphids - Imidacloprid
Watermelon,Mountain,6.1,32,457,Urea,Blister Blight - Copper Oxychloride
Guava,Alluvial,5.9,24,1067,Potassium Nitrate,Bollworm - Cypermethrin
Cauliflower,Clayey Loam,7.3,10,884,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Carrot,Clayey Loam,5.8,20,965,Potash Fertilizer,Stem Borer - Carbaryl
Bamboo,Sandy,5.6,35,1909,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Mahogany,Alluvial,6.4,11,1144,DAP,Panama Wilt - Thiophanate
Ginger,Clayey,6.8,15,970,Phosphate Fertilizer,Bollworm - Cypermethrin
Jute,Laterite,7,31,2432,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Tomato,Clayey,5.6,14,1804,Sulfur Fertilizer,Rust - Propiconazole
Carrot,Mountain,6.7,33,1831,Organic Compost,Mealybug - Buprofezin
Radish,Loamy,7.3,26,306,Farmyard Manure,Rust - Propiconazole
Pear,Red,6.7,11,408,Urea,Red Rot - Carbendazim
Mahogany,Sandy Loam,6.5,21,1629,Potash Fertilizer,Coffee Rust - Propiconazole
Green Gram,Alluvial,5.6,32,328,Organic Compost,Scab - Captan
Rice,Clayey,6.6,21,2435,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Maize,Clayey Loam,7.5,25,899,Organic Compost,Leaf Spot - Chlorothalonil
Pear,Clayey Loam,6.3,25,1684,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Strawberry,Clayey,6.3,12,2231,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Neem,Clayey Loam,6.8,34,874,Sulfur Fertilizer,Mealybug - Buprofezin
Tomato,Sandy Loam,6.6,25,911,NPK Fertilizer,Coffee Rust - Propiconazole
Ginger,Mountain,6.7,31,2423,DAP,Leaf Curl - Imidacloprid
Coffee,Clayey,6.3,20,2330,DAP,Anthracnose - Carbendazim
Guava,Alluvial,7.1,27,2322,Phosphate Fertilizer,Late Blight - Mancozeb
Guava,Black,5.8,23,2358,Urea,Red Rot - Carbendazim
Apple,Sandy Loam,7.2,19,2494,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Apple,Clayey,7.3,13,1799,Potassium Nitrate,Leaf Curl - Imidacloprid
Cashew,Laterite,7.2,20,2263,Sulfur Fertilizer,Stem Borer - Carbaryl
Cashew,Sandy Loam,6.7,20,680,Urea,Aphids - Imidacloprid
Radish,Mountain,6.4,12,378,DAP,Scab - Captan
Bamboo,Sandy,5.5,10,2071,DAP,Bud Rot - Copper Oxychloride
Radish,Sandy Loam,6.2,20,1227,Potash Fertilizer,Bud Rot - Copper Oxychloride
Watermelon,Laterite,6.3,19,455,Potash Fertilizer,Scab - Captan
Peas,Sandy,7.4,15,724,Potassium Nitrate,Leaf Spot - Chlorothalonil
Cauliflower,Laterite,7,19,1532,Farmyard Manure,Leaf Curl - Imidacloprid
Aloe Vera,Clayey Loam,6.8,31,1991,Phosphate Fertilizer,Panama Wilt - Thiophanate
Jute,Sandy,6.4,19,651,Farmyard Manure,Red Rot - Carbendazim
Black Gram,Red,7.2,23,2312,Phosphate Fertilizer,Late Blight - Mancozeb
Pear,Laterite,6.2,12,1463,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Papaya,Sandy Loam,5.5,32,1346,NPK Fertilizer,Bud Rot - Copper Oxychloride
Bamboo,Sandy Loam,7.5,15,2155,Potash Fertilizer,Leaf Spot - Chlorothalonil
Radish,Sandy Loam,7.3,20,1501,Sulfur Fertilizer,Scab - Captan
Okra,Sandy Loam,7.2,12,1953,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Watermelon,Black,7.4,31,2244,Organic Compost,Panama Wilt - Thiophanate
Apple,Loamy,6.1,31,990,Calcium Ammonium Nitrate,Thrips - Spinosad
Groundnut,Clayey Loam,7.3,10,1544,Sulfur Fertilizer,Rust - Mancozeb
Pineapple,Red,6.9,23,1144,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Aloe Vera,Sandy Loam,7,30,1978,Potash Fertilizer,Mealybug - Buprofezin
Turmeric,Mountain,6.4,33,2308,NPK Fertilizer,Anthracnose - Carbendazim
Brinjal,Black,6,24,329,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Mango,Clayey,6.4,28,1453,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Wheat,Red,7.2,11,491,Urea,Coffee Rust - Propiconazole
Sunflower,Laterite,7.1,17,492,Urea,Rust - Mancozeb
Apple,Red,5.8,16,1590,Urea,Aphids - Imidacloprid
Sugarcane,Mountain,6.4,26,1968,Farmyard Manure,Blast - Tricyclazole
Brinjal,Sandy Loam,6.5,20,1675,DAP,Coffee Rust - Propiconazole
Brinjal,Laterite,7.5,13,674,DAP,Blast - Tricyclazole
Strawberry,Mountain,7.5,34,2008,NPK Fertilizer,Anthracnose - Carbendazim
Sugarcane,Black,6.6,13,2477,Urea,Stem Borer - Carbaryl
Mahogany,Mountain,6,27,493,DAP,Mealybug - Buprofezin
Tea,Clayey Loam,5.9,31,649,DAP,Thrips - Spinosad
Sunflower,Sandy,6.2,26,1467,Urea,Scab - Captan
Cabbage,Loamy,6.3,30,2198,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Onion,Loamy,7.1,23,2263,Potash Fertilizer,Thrips - Spinosad
Okra,Clayey Loam,5.8,19,1793,Potash Fertilizer,Bud Rot - Copper Oxychloride
Carrot,Red,6.3,16,1912,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Jackfruit,Loamy,6.7,26,2118,Urea,Blister Blight - Copper Oxychloride
Papaya,Clayey Loam,7.1,16,945,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Mahogany,Laterite,6.7,26,2465,Farmyard Manure,Blast - Tricyclazole
Brinjal,Sandy Loam,5.7,29,1384,Farmyard Manure,Scab - Captan
Carrot,Loamy,6.2,21,362,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Mahogany,Loamy,7.1,16,1472,Sulfur Fertilizer,Rust - Mancozeb
Strawberry,Mountain,6.9,26,799,Calcium Ammonium Nitrate,Blast - Tricyclazole
Mahogany,Clayey Loam,6.5,18,1921,Organic Compost,Blister Blight - Copper Oxychloride
Potato,Sandy,6,20,1701,DAP,Anthracnose - Carbendazim
Cashew,Clayey,6,16,379,Potash Fertilizer,Late Blight - Mancozeb
Carrot,Red,5.6,18,1217,Organic Compost,Scab - Captan
Black Gram,Mountain,6.7,10,1058,Potassium Nitrate,Rust - Mancozeb
Pumpkin,Laterite,6.5,32,350,Organic Compost,Mealybug - Buprofezin
Rice,Red,6.1,24,721,Sulfur Fertilizer,Blast - Tricyclazole
Apple,Black,7.5,10,763,DAP,Thrips - Spinosad
Radish,Black,6.5,10,2345,Sulfur Fertilizer,Stem Borer - Carbaryl
Cabbage,Black,7,15,1035,Potassium Nitrate,Stem Borer - Carbaryl
Black Gram,Mountain,7.2,14,2297,Potash Fertilizer,Blister Blight - Copper Oxychloride
Blueberry,Sandy,6.6,35,908,Phosphate Fertilizer,Blast - Tricyclazole
Eucalyptus,Laterite,6.5,31,1203,Potassium Nitrate,Powdery Mildew - Sulfur
Jackfruit,Alluvial,7.3,34,1153,Organic Compost,Bollworm - Cypermethrin
Strawberry,Mountain,6.8,13,651,DAP,Thrips - Spinosad
Banana,Mountain,6,20,2122,Potash Fertilizer,Leaf Curl - Imidacloprid
Guava,Sandy,7.2,24,2456,Urea,Blister Blight - Copper Oxychloride
Watermelon,Clayey Loam,5.7,30,565,Urea,Rust - Propiconazole
Apple,Sandy,7.1,11,1717,Potassium Nitrate,Panama Wilt - Thiophanate
Bamboo,Red,6.9,22,1004,NPK Fertilizer,Bollworm - Cypermethrin
Spinach,Red,6.7,35,1794,NPK Fertilizer,Rust - Propiconazole
Neem,Laterite,7.5,28,2370,Sulfur Fertilizer,Powdery Mildew - Sulfur
Soybean,Clayey Loam,6.9,25,561,Potash Fertilizer,Coffee Rust - Propiconazole
Banana,Clayey Loam,7.1,19,1567,Farmyard Manure,Stem Borer - Carbaryl
Cabbage,Loamy,6.9,13,1460,Urea,Thrips - Spinosad
Lentils,Mountain,6.3,21,2155,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Cotton,Sandy,6.1,35,1519,Urea,Bud Rot - Copper Oxychloride
Cauliflower,Laterite,7,27,2301,DAP,Late Blight - Mancozeb
Maize,Sandy Loam,5.6,15,709,Potassium Nitrate,Blister Blight - Copper Oxychloride
Pear,Black,7.4,32,479,Phosphate Fertilizer,Stem Borer - Carbaryl
Turmeric,Red,6.4,18,371,Potassium Nitrate,Rust - Propiconazole
Strawberry,Black,7,24,2454,Organic Compost,Late Blight - Mancozeb
Wheat,Mountain,6.3,24,894,Calcium Ammonium Nitrate,Rust - Propiconazole
Brinjal,Alluvial,5.8,23,1721,Sulfur Fertilizer,Blast - Tricyclazole
Mango,Black,7.2,26,1669,Organic Compost,Stem Borer - Carbaryl
Sugarcane,Laterite,6.7,14,581,Potassium Nitrate,Thrips - Spinosad
Papaya,Black,7.3,22,606,Urea,Red Rot - Carbendazim
Peach,Sandy Loam,6.1,14,1081,Potassium Nitrate,Coffee Rust - Propiconazole
Jute,Clayey Loam,5.6,34,1957,Potassium Nitrate,Leaf Curl - Imidacloprid
Turmeric,Loamy,7.1,31,1628,Organic Compost,Mealybug - Buprofezin
Groundnut,Sandy,6.6,22,1120,Farmyard Manure,Coffee Rust - Propiconazole
Peas,Red,6.5,17,938,DAP,Rust - Mancozeb
Apple,Clayey Loam,6.7,20,2091,Phosphate Fertilizer,Bollworm - Cypermethrin
Jute,Red,6.5,13,1388,Organic Compost,Rust - Mancozeb
Mahogany,Loamy,7.2,18,1427,Organic Compost,Bud Rot - Copper Oxychloride
Cabbage,Loamy,5.9,34,1789,Urea,Aphids - Imidacloprid
Black Gram,Clayey,6.4,32,909,Farmyard Manure,Scab - Captan
Pear,Black,6.3,30,1934,Potassium Nitrate,Anthracnose - Carbendazim
Bamboo,Sandy Loam,7.4,17,2332,Urea,Powdery Mildew - Sulfur
Strawberry,Black,6.6,24,2289,Potash Fertilizer,Scab - Captan
Sugarcane,Laterite,5.9,15,929,Farmyard Manure,Red Rot - Carbendazim
Jute,Clayey,7,19,1662,DAP,Rust - Propiconazole
Onion,Mountain,6.7,24,2237,Farmyard Manure,Late Blight - Mancozeb
Okra,Alluvial,6.5,11,1045,Organic Compost,Leaf Spot - Chlorothalonil
Aloe Vera,Laterite,6.7,23,2452,Calcium Ammonium Nitrate,Blast - Tricyclazole
Sugarcane,Sandy Loam,6.7,15,1260,NPK Fertilizer,Leaf Spot - Chlorothalonil
Wheat,Mountain,6.6,25,957,Farmyard Manure,Panama Wilt - Thiophanate
Radish,Sandy Loam,7.2,31,1825,Farmyard Manure,Bud Rot - Copper Oxychloride
Sugarcane,Mountain,6.2,31,2180,Sulfur Fertilizer,Powdery Mildew - Sulfur
Guava,Sandy,5.8,22,2342,Potash Fertilizer,Mealybug - Buprofezin
Coffee,Alluvial,6.3,16,1691,Potassium Nitrate,Bollworm - Cypermethrin
Guava,Clayey Loam,6,35,1375,Sulfur Fertilizer,Mealybug - Buprofezin
Onion,Laterite,5.8,18,1251,Organic Compost,Mealybug - Buprofezin
Bamboo,Loamy,6.6,19,1328,Phosphate Fertilizer,Late Blight - Mancozeb
Brinjal,Clayey Loam,7.3,12,2076,Farmyard Manure,Blast - Tricyclazole
Pear,Laterite,5.7,34,1613,NPK Fertilizer,Coffee Rust - Propiconazole
Coffee,Alluvial,6.7,24,417,Urea,Powdery Mildew - Sulfur
Brinjal,Sandy Loam,6.4,35,1702,Phosphate Fertilizer,Panama Wilt - Thiophanate
Mahogany,Mountain,7.2,32,1722,DAP,Late Blight - Mancozeb
Green Gram,Laterite,5.9,11,1914,NPK Fertilizer,Coffee Rust - Propiconazole
Black Gram,Clayey,7.1,16,855,Potash Fertilizer,Coffee Rust - Propiconazole
Turmeric,Clayey Loam,5.7,23,1934,Organic Compost,Scab - Captan
Okra,Black,6.6,28,2332,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Pomegranate,Clayey Loam,6.9,19,1691,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Chili,Clayey,6.3,20,1960,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Cabbage,Mountain,5.8,31,1081,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Groundnut,Clayey,6.2,31,1844,Organic Compost,Blister Blight - Copper Oxychloride
Mahogany,Clayey Loam,7.1,11,1565,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Ginger,Sandy,6.1,33,2334,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Tomato,Alluvial,7.4,22,982,Phosphate Fertilizer,Coffee Rust - Propiconazole
Mahogany,Clayey Loam,7.1,25,1877,Potash Fertilizer,Rust - Propiconazole
Pear,Loamy,5.5,31,1778,Farmyard Manure,Blister Blight - Copper Oxychloride
Coffee,Red,6.6,12,1251,Farmyard Manure,Bollworm - Cypermethrin
Mahogany,Red,7.1,25,882,Sulfur Fertilizer,Rust - Mancozeb
Wheat,Clayey,5.5,15,877,Phosphate Fertilizer,Powdery Mildew - Sulfur
Black Gram,Loamy,5.9,14,2069,Organic Compost,Stem Borer - Carbaryl
Mustard,Black,7.3,28,1114,Sulfur Fertilizer,Powdery Mildew - Sulfur
Guava,Clayey Loam,6.1,12,1793,Organic Compost,Powdery Mildew - Sulfur
Sunflower,Mountain,6,31,1462,DAP,Rust - Mancozeb
Soybean,Alluvial,5.6,32,460,Organic Compost,Aphids - Imidacloprid
Groundnut,Red,7.2,30,429,Urea,Late Blight - Mancozeb
Peas,Alluvial,7.4,21,1404,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Mango,Clayey Loam,6.6,28,890,Calcium Ammonium Nitrate,Blast - Tricyclazole
Turmeric,Mountain,5.6,14,2280,NPK Fertilizer,Late Blight - Mancozeb
Basil,Alluvial,7,15,1970,Potash Fertilizer,Powdery Mildew - Sulfur
Bamboo,Loamy,7.2,13,431,Farmyard Manure,Mealybug - Buprofezin
Cotton,Sandy,6.5,23,1651,Potash Fertilizer,Leaf Curl - Imidacloprid
Coconut,Red,5.8,28,1729,Organic Compost,Stem Borer - Carbaryl
Strawberry,Alluvial,7.2,15,2486,Calcium Ammonium Nitrate,Rust - Mancozeb
Potato,Alluvial,7.3,19,1958,NPK Fertilizer,Blister Blight - Copper Oxychloride
Maize,Laterite,5.9,20,2214,Farmyard Manure,Late Blight - Mancozeb
Cabbage,Sandy Loam,6.6,22,1523,Calcium Ammonium Nitrate,Thrips - Spinosad
Coconut,Laterite,7,17,1873,Potassium Nitrate,Aphids - Imidacloprid
Pineapple,Red,6.8,14,1997,Potash Fertilizer,Scab - Captan
Papaya,Mountain,7.4,14,1013,Organic Compost,Powdery Mildew - Sulfur
Sugarcane,Red,7.4,17,904,Sulfur Fertilizer,Stem Borer - Carbaryl
Strawberry,Black,5.9,34,1102,Organic Compost,Bollworm - Cypermethrin
Black Gram,Loamy,6.3,22,2496,Potassium Nitrate,Bud Rot - Copper Oxychloride
Lentils,Black,6.4,30,2112,NPK Fertilizer,Leaf Spot - Chlorothalonil
Okra,Sandy,7.4,30,1122,DAP,Aphids - Imidacloprid
Jute,Mountain,7.3,25,2249,Urea,Bud Rot - Copper Oxychloride
Green Gram,Clayey Loam,5.9,34,796,Potash Fertilizer,Thrips - Spinosad
Ginger,Sandy,7.1,19,1066,DAP,Late Blight - Mancozeb
Rice,Sandy,7.1,18,1657,DAP,Aphids - Imidacloprid
Peas,Mountain,5.6,24,2012,Farmyard Manure,Rust - Propiconazole
Aloe Vera,Alluvial,7.3,27,1513,Phosphate Fertilizer,Anthracnose - Carbendazim
Onion,Alluvial,6.5,25,2151,Potassium Nitrate,Red Rot - Carbendazim
Eucalyptus,Laterite,7,26,750,Farmyard Manure,Bud Rot - Copper Oxychloride
Brinjal,Clayey Loam,5.9,13,2151,Organic Compost,Stem Borer - Carbaryl
Spinach,Clayey,5.8,18,987,Potash Fertilizer,Blast - Tricyclazole
Apple,Sandy Loam,6,17,2077,Urea,Powdery Mildew - Sulfur
Maize,Mountain,6.4,34,1143,Calcium Ammonium Nitrate,Thrips - Spinosad
Groundnut,Laterite,7.4,33,414,NPK Fertilizer,Leaf Curl - Imidacloprid
Jute,Black,7.2,16,643,Potassium Nitrate,Blister Blight - Copper Oxychloride
Turmeric,Laterite,7.2,27,2009,NPK Fertilizer,Stem Borer - Carbaryl
Pear,Clayey,6.8,23,883,Organic Compost,Stem Borer - Carbaryl
Banana,Laterite,6.8,26,1844,Calcium Ammonium Nitrate,Rust - Mancozeb
Turmeric,Black,6.7,17,1900,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Cauliflower,Sandy,6.6,26,830,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Eucalyptus,Sandy Loam,7.3,22,717,Organic Compost,Scab - Captan
Strawberry,Sandy Loam,6.9,33,1851,DAP,Aphids - Imidacloprid
Papaya,Clayey,6.2,31,1118,Potassium Nitrate,Mealybug - Buprofezin
Groundnut,Clayey Loam,6,13,1597,Phosphate Fertilizer,Panama Wilt - Thiophanate
Coffee,Red,5.7,29,1119,Potassium Nitrate,Leaf Curl - Imidacloprid
Mustard,Red,6.4,25,1073,Urea,Blister Blight - Copper Oxychloride
Carrot,Red,6.1,15,1368,Organic Compost,Bollworm - Cypermethrin
Strawberry,Sandy Loam,6,20,1536,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Brinjal,Clayey,5.7,24,2415,Sulfur Fertilizer,Rust - Mancozeb
Brinjal,Sandy,7,13,530,Sulfur Fertilizer,Bollworm - Cypermethrin
Maize,Loamy,6.7,26,2431,Urea,Leaf Spot - Chlorothalonil
Groundnut,Mountain,7,16,1671,Urea,Bollworm - Cypermethrin
Carrot,Sandy Loam,7.4,32,976,Potassium Nitrate,Rust - Propiconazole
Sugarcane,Alluvial,7.1,10,1297,NPK Fertilizer,Scab - Captan
Peach,Alluvial,6.7,25,1469,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Aloe Vera,Loamy,6.1,14,1122,Potassium Nitrate,Leaf Spot - Chlorothalonil
Aloe Vera,Sandy Loam,6,22,1007,Urea,Late Blight - Mancozeb
Aloe Vera,Loamy,5.5,24,418,Organic Compost,Rust - Propiconazole
Pomegranate,Clayey Loam,7,25,2482,Farmyard Manure,Bollworm - Cypermethrin
Pumpkin,Laterite,5.6,22,687,Sulfur Fertilizer,Panama Wilt - Thiophanate
Cotton,Mountain,7.3,13,1153,Potassium Nitrate,Thrips - Spinosad
Maize,Clayey,6.3,30,593,Potash Fertilizer,Stem Borer - Carbaryl
Cashew,Loamy,5.8,26,1475,Organic Compost,Rust - Propiconazole
Ginger,Black,6.2,11,963,Sulfur Fertilizer,Powdery Mildew - Sulfur
Carrot,Red,5.6,22,762,Potash Fertilizer,Powdery Mildew - Sulfur
Basil,Red,6.4,12,325,Potash Fertilizer,Rust - Mancozeb
Banana,Sandy,5.5,22,2366,DAP,Coffee Rust - Propiconazole
Pumpkin,Sandy Loam,7.4,32,1678,Organic Compost,Panama Wilt - Thiophanate
Mustard,Clayey Loam,6.8,28,2430,NPK Fertilizer,Rust - Mancozeb
Banana,Clayey,6.2,14,1119,NPK Fertilizer,Red Rot - Carbendazim
Maize,Sandy Loam,7.4,11,1846,Potassium Nitrate,Leaf Curl - Imidacloprid
Pear,Loamy,6.4,15,2173,Potassium Nitrate,Bud Rot - Copper Oxychloride
Jackfruit,Loamy,5.9,27,1355,DAP,Red Rot - Carbendazim
Bamboo,Sandy Loam,7.4,20,870,Sulfur Fertilizer,Coffee Rust - Propiconazole
Cauliflower,Mountain,6.3,31,489,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Rice,Black,6.9,12,1108,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Soybean,Red,7.2,12,1866,DAP,Thrips - Spinosad
Mustard,Sandy,6.4,35,1132,Farmyard Manure,Red Rot - Carbendazim
Onion,Sandy,7.1,21,509,NPK Fertilizer,Rust - Propiconazole
