Plant Name,Soil Type,Soil pH,Temperature,Rainfall,Required Fertilizer,Common Pests & Recommended Pesticides
Blueberry,Sandy,5.6,14,736,Urea,Thrips - Spinosad
Cashew,Clayey,6.3,16,1131,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Strawberry,Sandy Loam,7.3,32,701,DAP,Powdery Mildew - Sulfur
Watermelon,Clayey,5.6,12,1947,Potassium Nitrate,Panama Wilt - Thiophanate
Chili,Clayey Loam,6.6,23,1237,Organic Compost,Bollworm - Cypermethrin
Green Gram,Sandy Loam,6.2,10,1847,DAP,Mealybug - Buprofezin
Coffee,Clayey Loam,5.9,22,1474,DAP,Bollworm - Cypermethrin
Aloe Vera,Mountain,7,30,1491,Organic Compost,Aphids - Imidacloprid
Jute,Alluvial,6.7,20,2294,Potassium Nitrate,Rust - Propiconazole
Cauliflower,Clayey Loam,5.5,10,2017,Organic Compost,Coffee Rust - Propiconazole
Groundnut,Sandy,7.1,33,1103,Organic Compost,Bud Rot - Copper Oxychloride
Jute,Red,6.4,30,1472,Urea,Leaf Spot - Chlorothalonil
Aloe Vera,Clayey,7.4,24,2471,Organic Compost,Leaf Curl - Imidacloprid
Cauliflower,Loamy,6.9,15,1787,Calcium Ammonium Nitrate,Thrips - Spinosad
Peach,Laterite,7,34,587,Potassium Nitrate,Red Rot - Carbendazim
Cashew,Laterite,6.5,11,1280,Phosphate Fertilizer,Rust - Propiconazole
Turmeric,Mountain,7,13,1740,Potassium Nitrate,Leaf Curl - Imidacloprid
Black Gram,Laterite,7.2,16,2108,Urea,Anthracnose - Carbendazim
Banana,Mountain,7.1,26,1262,Potassium Nitrate,Scab - Captan
Bamboo,Red,6.5,35,2414,Farmyard Manure,Coffee Rust - Propiconazole
Neem,Sandy,5.6,21,350,Potash Fertilizer,Blister Blight - Copper Oxychloride
Blueberry,Mountain,7.3,32,887,Sulfur Fertilizer,Mealybug - Buprofezin
Basil,Sandy Loam,6.6,20,939,Calcium Ammonium Nitrate,Powdery Mildew - Sulfur
Soybean,Laterite,7.3,29,1233,Potash Fertilizer,Stem Borer - Carbaryl
Peach,Clayey,5.6,30,1652,Organic Compost,Panama Wilt - Thiophanate
Basil,Alluvial,7.4,10,1933,DAP,Bud Rot - Copper Oxychloride
Ginger,Red,7.3,20,2494,Phosphate Fertilizer,Red Rot - Carbendazim
Cabbage,Black,5.9,24,1234,NPK Fertilizer,Red Rot - Carbendazim
Cabbage,Sandy,6.7,25,2314,Sulfur Fertilizer,Powdery Mildew - Sulfur
Pineapple,Sandy,5.8,23,1453,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Cotton,Laterite,6,16,713,NPK Fertilizer,Mealybug - Buprofezin
Banana,Clayey Loam,7.3,10,2418,Phosphate Fertilizer,Mealybug - Buprofezin
Sugarcane,Clayey,5.7,25,1929,Sulfur Fertilizer,Rust - Propiconazole
Bamboo,Clayey Loam,5.8,21,688,Urea,Scab - Captan
Mahogany,Clayey,6.9,32,1234,Potash Fertilizer,Anthracnose - Carbendazim
Sugarcane,Laterite,6.3,34,1730,NPK Fertilizer,Powdery Mildew - Sulfur
Carrot,Laterite,6,24,952,NPK Fertilizer,Anthracnose - Carbendazim
Neem,Mountain,6,14,2295,Calcium Ammonium Nitrate,Scab - Captan
Carrot,Red,6.3,14,1245,NPK Fertilizer,Red Rot - Carbendazim
Onion,Red,6.3,35,1884,Organic Compost,Panama Wilt - Thiophanate
Mustard,Clayey Loam,6.9,31,334,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Tea,Black,6.2,12,510,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Tomato,Sandy Loam,7.2,31,543,Sulfur Fertilizer,Anthracnose - Carbendazim
Cotton,Red,7,13,1007,Phosphate Fertilizer,Rust - Mancozeb
Cabbage,Sandy,5.8,22,772,Phosphate Fertilizer,Red Rot - Carbendazim
Pineapple,Sandy,5.7,23,1780,NPK Fertilizer,Rust - Mancozeb
Brinjal,Sandy Loam,6.5,35,1732,NPK Fertilizer,Leaf Curl - Imidacloprid
Brinjal,Loamy,7.2,28,717,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Watermelon,Sandy Loam,5.6,14,1857,Farmyard Manure,Bud Rot - Copper Oxychloride
Chili,Black,6.9,20,1166,Farmyard Manure,Red Rot - Carbendazim
Pear,Laterite,5.9,21,823,Farmyard Manure,Anthracnose - Carbendazim
Mustard,Alluvial,7,27,1294,DAP,Rust - Propiconazole
Groundnut,Alluvial,6.9,24,1327,Farmyard Manure,Aphids - Imidacloprid
Chili,Sandy,7,22,576,Farmyard Manure,Mealybug - Buprofezin
Pomegranate,Clayey Loam,5.7,33,432,Potassium Nitrate,Coffee Rust - Propiconazole
Papaya,Clayey Loam,7.3,31,1062,Urea,Anthracnose - Carbendazim
Pomegranate,Laterite,5.8,12,766,Farmyard Manure,Leaf Spot - Chlorothalonil
Brinjal,Loamy,6.6,13,598,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Papaya,Black,6.1,22,941,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Bamboo,Alluvial,5.9,20,1494,Farmyard Manure,Mealybug - Buprofezin
Coconut,Clayey Loam,7.4,30,2012,Urea,Blister Blight - Copper Oxychloride
Turmeric,Sandy,7,25,2209,Urea,Aphids - Imidacloprid
Brinjal,Sandy,6.7,18,669,NPK Fertilizer,Aphids - Imidacloprid
Ginger,Clayey Loam,5.6,16,1748,Calcium Ammonium Nitrate,Rust - Propiconazole
Wheat,Sandy,7,16,1419,Organic Compost,Anthracnose - Carbendazim
Sunflower,Laterite,7,19,887,Sulfur Fertilizer,Anthracnose - Carbendazim
Carrot,Mountain,5.7,29,1761,Potassium Nitrate,Coffee Rust - Propiconazole
Onion,Clayey Loam,5.8,16,433,NPK Fertilizer,Anthracnose - Carbendazim
Radish,Mountain,6.2,17,417,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Black Gram,Mountain,7.3,13,1448,DAP,Panama Wilt - Thiophanate
Bamboo,Red,7,15,1361,Farmyard Manure,Late Blight - Mancozeb
Strawberry,Loamy,7.4,28,2035,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Mahogany,Clayey Loam,7.2,28,951,Farmyard Manure,Bollworm - Cypermethrin
Brinjal,Clayey,6.4,29,735,NPK Fertilizer,Stem Borer - Carbaryl
Radish,Red,7.2,29,2321,Potassium Nitrate,Leaf Curl - Imidacloprid
Onion,Alluvial,5.9,27,1922,Phosphate Fertilizer,Scab - Captan
Sugarcane,Sandy Loam,6.3,21,1128,Phosphate Fertilizer,Rust - Mancozeb
Mango,Clayey,6.1,20,1622,Farmyard Manure,Rust - Propiconazole
Guava,Loamy,7.5,25,1158,Urea,Leaf Spot - Chlorothalonil
Soybean,Sandy Loam,6,25,2215,NPK Fertilizer,Anthracnose - Carbendazim
Tomato,Laterite,7.4,33,1459,Calcium Ammonium Nitrate,Thrips - Spinosad
Pomegranate,Clayey,6.8,10,871,DAP,Blister Blight - Copper Oxychloride
Cabbage,Red,6.7,21,2345,Potash Fertilizer,Blast - Tricyclazole
Carrot,Alluvial,6.6,22,2134,Urea,Thrips - Spinosad
Guava,Loamy,7.4,12,629,Sulfur Fertilizer,Rust - Propiconazole
Peach,Laterite,6.6,32,2295,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Bamboo,Laterite,5.7,30,2440,Farmyard Manure,Panama Wilt - Thiophanate
Coconut,Sandy,6.9,15,1876,NPK Fertilizer,Thrips - Spinosad
Sugarcane,Laterite,6.1,31,2390,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Carrot,Black,5.5,27,575,DAP,Red Rot - Carbendazim
Lentils,Red,7.1,25,519,NPK Fertilizer,Leaf Spot - Chlorothalonil
Coffee,Sandy,7,24,1046,Potash Fertilizer,Bollworm - Cypermethrin
Bamboo,Clayey Loam,7.3,22,1389,Urea,Powdery Mildew - Sulfur
Banana,Sandy Loam,7.2,23,2292,Phosphate Fertilizer,Anthracnose - Carbendazim
Peas,Alluvial,6,32,1218,Potash Fertilizer,Stem Borer - Carbaryl
Pomegranate,Loamy,6.2,11,961,DAP,Anthracnose - Carbendazim
Papaya,Sandy Loam,6.8,18,846,DAP,Blister Blight - Copper Oxychloride
Mahogany,Alluvial,7.1,18,2148,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Strawberry,Mountain,7.1,16,605,Organic Compost,Panama Wilt - Thiophanate
Lentils,Black,7.1,22,1813,Farmyard Manure,Coffee Rust - Propiconazole
Aloe Vera,Alluvial,6,35,2100,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Apple,Sandy,7.4,35,588,Phosphate Fertilizer,Thrips - Spinosad
Blueberry,Black,5.7,25,803,Phosphate Fertilizer,Red Rot - Carbendazim
Turmeric,Laterite,6.8,18,1082,DAP,Powdery Mildew - Sulfur
Spinach,Sandy,6.5,24,634,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Cauliflower,Alluvial,7,35,441,Farmyard Manure,Red Rot - Carbendazim
Pumpkin,Loamy,6.9,13,2261,Potassium Nitrate,Aphids - Imidacloprid
Pear,Sandy,7.4,20,771,Phosphate Fertilizer,Bollworm - Cypermethrin
Jute,Sandy Loam,6.5,13,679,Farmyard Manure,Blast - Tricyclazole
Sunflower,Black,6.7,32,2413,Urea,Red Rot - Carbendazim
Cabbage,Sandy Loam,7.5,27,1137,NPK Fertilizer,Stem Borer - Carbaryl
Aloe Vera,Black,6.4,13,823,DAP,Panama Wilt - Thiophanate
Black Gram,Alluvial,6.2,32,1677,Phosphate Fertilizer,Stem Borer - Carbaryl
Mustard,Clayey,5.7,15,2463,Farmyard Manure,Red Rot - Carbendazim
Mustard,Mountain,6.4,17,2123,Potash Fertilizer,Leaf Spot - Chlorothalonil
Cotton,Sandy,6.3,17,782,Farmyard Manure,Panama Wilt - Thiophanate
Watermelon,Mountain,5.7,16,1375,Organic Compost,Powdery Mildew - Sulfur
Basil,Black,7.3,20,1741,Potassium Nitrate,Leaf Spot - Chlorothalonil
Pumpkin,Clayey,6.4,13,2139,Farmyard Manure,Panama Wilt - Thiophanate
Lentils,Red,6.2,33,2049,Potassium Nitrate,Rust - Propiconazole
Pumpkin,Sandy Loam,6.2,31,993,Sulfur Fertilizer,Panama Wilt - Thiophanate
Bamboo,Red,5.8,21,2424,NPK Fertilizer,Powdery Mildew - Sulfur
Jackfruit,Red,5.6,21,339,Phosphate Fertilizer,Coffee Rust - Propiconazole
Tea,Clayey,5.9,26,337,Calcium Ammonium Nitrate,Scab - Captan
Guava,Clayey Loam,5.6,32,2465,Phosphate Fertilizer,Coffee Rust - Propiconazole
Lentils,Alluvial,6.8,10,1821,Phosphate Fertilizer,Powdery Mildew - Sulfur
Maize,Black,6.7,22,832,Sulfur Fertilizer,Thrips - Spinosad
Mustard,Clayey Loam,7,11,520,Urea,Anthracnose - Carbendazim
Pomegranate,Laterite,6.4,11,2067,Potassium Nitrate,Mealybug - Buprofezin
Pear,Clayey Loam,6.1,18,952,Organic Compost,Scab - Captan
Jute,Black,6.7,13,1358,Phosphate Fertilizer,Aphids - Imidacloprid
Maize,Alluvial,6.5,21,1647,Organic Compost,Powdery Mildew - Sulfur
Soybean,Clayey Loam,6.6,28,1686,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Black Gram,Laterite,5.8,12,1202,Potassium Nitrate,Coffee Rust - Propiconazole
Neem,Mountain,6.1,13,1688,Farmyard Manure,Rust - Propiconazole
Wheat,Clayey Loam,5.7,26,1678,Organic Compost,Coffee Rust - Propiconazole
Wheat,Laterite,6,18,1806,Calcium Ammonium Nitrate,Scab - Captan
Neem,Black,7,28,317,DAP,Rust - Propiconazole
Jackfruit,Loamy,6.3,31,1151,Potash Fertilizer,Anthracnose - Carbendazim
Neem,Sandy Loam,6.7,27,2457,Phosphate Fertilizer,Thrips - Spinosad
Ginger,Clayey,5.8,11,1926,Urea,Leaf Curl - Imidacloprid
Guava,Clayey Loam,6.6,11,2093,DAP,Late Blight - Mancozeb
Jackfruit,Sandy Loam,6.3,23,2139,Urea,Bollworm - Cypermethrin
Jute,Black,6.6,15,790,DAP,Mealybug - Buprofezin
Cotton,Laterite,5.5,26,537,Sulfur Fertilizer,Powdery Mildew - Sulfur
Ginger,Laterite,6.6,21,556,Potash Fertilizer,Blister Blight - Copper Oxychloride
Eucalyptus,Sandy,7.3,21,1529,Phosphate Fertilizer,Panama Wilt - Thiophanate
Basil,Laterite,5.6,11,839,Potassium Nitrate,Red Rot - Carbendazim
Potato,Loamy,5.7,10,1731,NPK Fertilizer,Aphids - Imidacloprid
Coffee,Loamy,5.6,18,429,Potassium Nitrate,Leaf Spot - Chlorothalonil
Jackfruit,Red,7.5,12,1563,Calcium Ammonium Nitrate,Thrips - Spinosad
Spinach,Laterite,6.5,17,1541,Organic Compost,Rust - Propiconazole
Onion,Laterite,6.7,15,1076,Potash Fertilizer,Rust - Mancozeb
Cauliflower,Clayey,7,24,1008,NPK Fertilizer,Powdery Mildew - Sulfur
Neem,Sandy,6.5,19,1524,Calcium Ammonium Nitrate,Late Blight - Mancozeb
Cauliflower,Sandy Loam,7.1,26,2070,Organic Compost,Aphids - Imidacloprid
Mango,Clayey Loam,7.2,16,667,Phosphate Fertilizer,Stem Borer - Carbaryl
Cauliflower,Mountain,6.1,14,339,Calcium Ammonium Nitrate,Rust - Mancozeb
Maize,Red,6.3,10,1211,Potassium Nitrate,Scab - Captan
Tomato,Sandy Loam,6.2,18,1113,Potassium Nitrate,Coffee Rust - Propiconazole
Mustard,Alluvial,7.1,27,585,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Chili,Mountain,6.2,13,1729,NPK Fertilizer,Powdery Mildew - Sulfur
Cashew,Laterite,6.8,12,2269,Organic Compost,Aphids - Imidacloprid
Wheat,Alluvial,7,34,1130,Phosphate Fertilizer,Rust - Propiconazole
Radish,Mountain,6.9,20,1066,Potash Fertilizer,Bollworm - Cypermethrin
Pumpkin,Red,6.3,35,1948,Potash Fertilizer,Rust - Mancozeb
Banana,Alluvial,6.1,32,1346,Farmyard Manure,Leaf Curl - Imidacloprid
Maize,Alluvial,6.8,30,1005,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Green Gram,Black,6.9,32,1409,Farmyard Manure,Blast - Tricyclazole
Green Gram,Clayey Loam,7.5,12,1557,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Guava,Red,5.6,30,2327,Potash Fertilizer,Thrips - Spinosad
Cashew,Clayey Loam,7.4,16,404,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Pumpkin,Alluvial,6.6,12,1378,Organic Compost,Anthracnose - Carbendazim
Blueberry,Alluvial,6.5,27,1074,Phosphate Fertilizer,Rust - Mancozeb
Pumpkin,Sandy,6.8,31,1912,NPK Fertilizer,Scab - Captan
Radish,Clayey Loam,5.8,27,1385,Potassium Nitrate,Late Blight - Mancozeb
Sunflower,Mountain,7.4,12,1625,Organic Compost,Powdery Mildew - Sulfur
Pomegranate,Loamy,6.8,27,977,Sulfur Fertilizer,Anthracnose - Carbendazim
Tomato,Mountain,7.4,23,2269,Farmyard Manure,Anthracnose - Carbendazim
Bamboo,Mountain,6.6,32,1970,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Cauliflower,Sandy Loam,7.4,10,2346,Calcium Ammonium Nitrate,Rust - Propiconazole
Radish,Clayey Loam,6.3,29,859,Potash Fertilizer,Bollworm - Cypermethrin
Jackfruit,Red,5.6,12,1508,Urea,Leaf Curl - Imidacloprid
Watermelon,Black,6.1,34,2268,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Wheat,Laterite,7,24,1823,Farmyard Manure,Coffee Rust - Propiconazole
Soybean,Sandy,7.3,27,927,NPK Fertilizer,Anthracnose - Carbendazim
Groundnut,Clayey,7,32,2086,Potassium Nitrate,Blast - Tricyclazole
Ginger,Mountain,6.7,10,524,Calcium Ammonium Nitrate,Bud Rot - Copper Oxychloride
Jute,Clayey,6,24,310,NPK Fertilizer,Bud Rot - Copper Oxychloride
Wheat,Red,7.1,17,478,Farmyard Manure,Leaf Spot - Chlorothalonil
Tomato,Laterite,6.3,22,776,Potash Fertilizer,Late Blight - Mancozeb
Guava,Laterite,7.3,21,1710,NPK Fertilizer,Leaf Curl - Imidacloprid
Green Gram,Clayey,7.5,16,2191,DAP,Bollworm - Cypermethrin
Strawberry,Alluvial,5.9,28,889,Potash Fertilizer,Bud Rot - Copper Oxychloride
Cotton,Laterite,7.4,32,2379,Calcium Ammonium Nitrate,Rust - Propiconazole
Turmeric,Black,6.6,15,1801,NPK Fertilizer,Thrips - Spinosad
Cauliflower,Red,6.1,22,551,Potash Fertilizer,Rust - Propiconazole
Mahogany,Red,7.3,18,620,Potassium Nitrate,Leaf Curl - Imidacloprid
Potato,Alluvial,6.3,31,1502,Potash Fertilizer,Bollworm - Cypermethrin
Onion,Loamy,6.4,20,1213,NPK Fertilizer,Coffee Rust - Propiconazole
Cashew,Clayey Loam,6.1,12,1927,Phosphate Fertilizer,Red Rot - Carbendazim
Blueberry,Alluvial,5.8,34,611,Calcium Ammonium Nitrate,Blast - Tricyclazole
Basil,Sandy,6.3,22,2421,Calcium Ammonium Nitrate,Rust - Propiconazole
Pumpkin,Black,7.2,28,641,Sulfur Fertilizer,Coffee Rust - Propiconazole
Mahogany,Sandy Loam,7.5,21,1827,Potassium Nitrate,Coffee Rust - Propiconazole
Mahogany,Sandy,6.9,10,1211,Urea,Bud Rot - Copper Oxychloride
Pomegranate,Mountain,7.2,33,1889,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Spinach,Sandy,6.9,17,1505,Potassium Nitrate,Scab - Captan
Tea,Clayey Loam,7.3,27,2192,NPK Fertilizer,Scab - Captan
Cabbage,Laterite,6.9,15,1832,Organic Compost,Blast - Tricyclazole
Tea,Loamy,6.1,18,2337,DAP,Red Rot - Carbendazim
Coconut,Sandy Loam,5.8,19,1323,Potash Fertilizer,Thrips - Spinosad
Mahogany,Black,6.4,24,1467,Potash Fertilizer,Powdery Mildew - Sulfur
Cauliflower,Clayey,6.3,20,1720,Phosphate Fertilizer,Aphids - Imidacloprid
Sugarcane,Clayey,6.3,20,529,Organic Compost,Bollworm - Cypermethrin
Mahogany,Black,6.6,11,914,Organic Compost,Coffee Rust - Propiconazole
Radish,Sandy Loam,6.2,33,1560,Urea,Bud Rot - Copper Oxychloride
Blueberry,Clayey,7.5,27,1808,Urea,Leaf Spot - Chlorothalonil
Groundnut,Laterite,7.2,20,1531,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Tea,Clayey,6.2,23,1964,Organic Compost,Panama Wilt - Thiophanate
Sunflower,Sandy,6.7,34,2291,Calcium Ammonium Nitrate,Thrips - Spinosad
Apple,Loamy,7.3,28,1742,Potassium Nitrate,Aphids - Imidacloprid
Mahogany,Clayey,6.3,25,776,DAP,Coffee Rust - Propiconazole
Cabbage,Clayey Loam,5.9,33,1579,Potash Fertilizer,Leaf Curl - Imidacloprid
Banana,Sandy,7.1,31,2271,Organic Compost,Leaf Spot - Chlorothalonil
Jute,Black,6.7,15,2016,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Spinach,Sandy,5.8,30,1069,DAP,Powdery Mildew - Sulfur
Chili,Sandy,5.9,35,992,Sulfur Fertilizer,Red Rot - Carbendazim
Coffee,Red,7.4,14,731,Urea,Mealybug - Buprofezin
Coffee,Sandy Loam,6,10,1498,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Lentils,Loamy,6.3,10,525,Potassium Nitrate,Coffee Rust - Propiconazole
Lentils,Sandy Loam,6.4,22,1644,DAP,Scab - Captan
Pomegranate,Alluvial,5.7,24,1688,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Aloe Vera,Sandy Loam,7.2,10,1329,Farmyard Manure,Scab - Captan
Brinjal,Loamy,6.6,28,525,DAP,Panama Wilt - Thiophanate
Apple,Loamy,6.2,15,1548,Potassium Nitrate,Rust - Propiconazole
Tomato,Loamy,6.6,22,1384,Calcium Ammonium Nitrate,Panama Wilt - Thiophanate
Coconut,Clayey,7.5,35,316,Potassium Nitrate,Anthracnose - Carbendazim
Groundnut,Black,6.8,23,804,Farmyard Manure,Late Blight - Mancozeb
Apple,Mountain,6.5,34,1353,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Rice,Loamy,5.6,25,550,Potash Fertilizer,Aphids - Imidacloprid
Cashew,Laterite,7,32,373,NPK Fertilizer,Coffee Rust - Propiconazole
Watermelon,Black,6.8,13,1381,Potash Fertilizer,Red Rot - Carbendazim
Peas,Alluvial,6.6,19,940,Farmyard Manure,Leaf Spot - Chlorothalonil
Blueberry,Clayey,5.9,27,493,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Cauliflower,Red,6.8,21,2018,NPK Fertilizer,Coffee Rust - Propiconazole
Green Gram,Red,6.9,20,1759,NPK Fertilizer,Late Blight - Mancozeb
Potato,Loamy,6.6,15,1842,Organic Compost,Aphids - Imidacloprid
Tea,Clayey Loam,5.7,21,1702,Farmyard Manure,Rust - Mancozeb
Basil,Black,6.7,14,2108,Urea,Blast - Tricyclazole
Eucalyptus,Black,6.4,11,1592,Calcium Ammonium Nitrate,Scab - Captan
Mango,Loamy,6.5,14,1037,DAP,Aphids - Imidacloprid
Black Gram,Alluvial,6.6,14,1946,Organic Compost,Bollworm - Cypermethrin
Lentils,Clayey,6.3,23,897,NPK Fertilizer,Red Rot - Carbendazim
Wheat,Black,6.2,11,1935,DAP,Stem Borer - Carbaryl
Cabbage,Red,7.4,24,1217,Sulfur Fertilizer,Blast - Tricyclazole
Coconut,Clayey Loam,7.1,11,479,Phosphate Fertilizer,Rust - Mancozeb
Lentils,Sandy Loam,6.6,17,867,Urea,Rust - Propiconazole
Eucalyptus,Clayey Loam,5.7,29,1805,Potash Fertilizer,Scab - Captan
Apple,Alluvial,5.6,25,948,Sulfur Fertilizer,Red Rot - Carbendazim
Turmeric,Alluvial,6,15,397,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Turmeric,Clayey Loam,6.4,34,1461,NPK Fertilizer,Leaf Spot - Chlorothalonil
Peach,Mountain,5.9,33,2151,DAP,Blast - Tricyclazole
Peach,Loamy,6.6,33,334,Sulfur Fertilizer,Powdery Mildew - Sulfur
Eucalyptus,Laterite,6.2,27,2045,Sulfur Fertilizer,Rust - Propiconazole
Groundnut,Red,6.8,23,778,Phosphate Fertilizer,Scab - Captan
Bamboo,Loamy,7,35,1926,Farmyard Manure,Bud Rot - Copper Oxychloride
Sunflower,Red,7,16,915,Urea,Blast - Tricyclazole
Tea,Red,5.7,26,1320,Farmyard Manure,Aphids - Imidacloprid
Cotton,Clayey,5.7,26,1300,Farmyard Manure,Red Rot - Carbendazim
Tomato,Clayey Loam,6.8,22,1418,Farmyard Manure,Red Rot - Carbendazim
Pear,Sandy,7.3,14,397,Potash Fertilizer,Aphids - Imidacloprid
Carrot,Black,5.7,18,2121,NPK Fertilizer,Thrips - Spinosad
Sugarcane,Mountain,5.9,17,1877,Organic Compost,Blast - Tricyclazole
Tomato,Sandy Loam,6.3,24,459,Potash Fertilizer,Blister Blight - Copper Oxychloride
Pear,Mountain,6.4,17,516,Phosphate Fertilizer,Mealybug - Buprofezin
Peach,Sandy Loam,7,17,438,Sulfur Fertilizer,Bollworm - Cypermethrin
Black Gram,Clayey,6.3,31,1762,NPK Fertilizer,Leaf Curl - Imidacloprid
Carrot,Black,6.9,10,1442,Farmyard Manure,Red Rot - Carbendazim
Green Gram,Red,7.1,26,2071,Urea,Mealybug - Buprofezin
Jackfruit,Black,5.8,30,1297,Organic Compost,Bollworm - Cypermethrin
Lentils,Alluvial,6,32,441,Potassium Nitrate,Mealybug - Buprofezin
Black Gram,Sandy,6,31,1395,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Mango,Sandy Loam,6.7,28,1942,Farmyard Manure,Rust - Mancozeb
Rice,Loamy,7,15,2324,Farmyard Manure,Scab - Captan
Blueberry,Laterite,7.2,10,1949,Farmyard Manure,Stem Borer - Carbaryl
Peach,Mountain,7.5,16,2201,Potassium Nitrate,Scab - Captan
Wheat,Alluvial,7.3,20,1236,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Pear,Black,7.2,19,895,Farmyard Manure,Stem Borer - Carbaryl
Ginger,Laterite,6.9,14,2200,Farmyard Manure,Thrips - Spinosad
Guava,Loamy,5.5,30,1390,DAP,Coffee Rust - Propiconazole
Spinach,Alluvial,5.8,29,1401,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Potato,Red,6.2,30,595,NPK Fertilizer,Thrips - Spinosad
Papaya,Red,6.9,18,1308,Potash Fertilizer,Scab - Captan
Okra,Clayey,7.5,35,721,Potash Fertilizer,Rust - Mancozeb
Sugarcane,Black,6.3,10,345,Sulfur Fertilizer,Stem Borer - Carbaryl
Mango,Alluvial,5.8,17,2129,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Groundnut,Loamy,6.8,15,2313,NPK Fertilizer,Blister Blight - Copper Oxychloride
Blueberry,Red,6.5,33,1923,Farmyard Manure,Leaf Curl - Imidacloprid
Pumpkin,Laterite,6.9,29,1944,DAP,Leaf Curl - Imidacloprid
Basil,Alluvial,7,15,485,Urea,Rust - Mancozeb
Blueberry,Laterite,6.8,11,2111,Potassium Nitrate,Mealybug - Buprofezin
Blueberry,Sandy,7,11,1317,Phosphate Fertilizer,Coffee Rust - Propiconazole
Cauliflower,Alluvial,5.6,32,1783,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Pomegranate,Laterite,6.9,12,1557,Farmyard Manure,Aphids - Imidacloprid
Pumpkin,Loamy,6.2,29,2238,Calcium Ammonium Nitrate,Blister Blight - Copper Oxychloride
Cotton,Clayey Loam,6.7,35,1421,Farmyard Manure,Anthracnose - Carbendazim
Neem,Loamy,5.6,22,1520,Urea,Aphids - Imidacloprid
Peas,Sandy Loam,6.6,21,954,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Lentils,Laterite,5.9,30,721,Sulfur Fertilizer,Bollworm - Cypermethrin
Carrot,Laterite,6.5,21,1822,Farmyard Manure,Powdery Mildew - Sulfur
Blueberry,Loamy,6.1,10,1230,Sulfur Fertilizer,Red Rot - Carbendazim
Eucalyptus,Red,7,12,1916,Farmyard Manure,Bollworm - Cypermethrin
Onion,Black,5.5,33,1235,Potassium Nitrate,Rust - Mancozeb
Rice,Sandy Loam,7,35,977,NPK Fertilizer,Leaf Spot - Chlorothalonil
Coffee,Sandy,7.1,22,1101,Urea,Powdery Mildew - Sulfur
Basil,Sandy,7.4,14,852,Farmyard Manure,Leaf Spot - Chlorothalonil
Papaya,Alluvial,6,12,1956,Organic Compost,Leaf Spot - Chlorothalonil
Carrot,Clayey,7.2,35,997,Farmyard Manure,Rust - Mancozeb
Banana,Red,6.1,11,1326,Potassium Nitrate,Late Blight - Mancozeb
Peach,Clayey Loam,5.9,35,2125,Potassium Nitrate,Panama Wilt - Thiophanate
Pomegranate,Mountain,6.7,19,2227,NPK Fertilizer,Stem Borer - Carbaryl
Banana,Mountain,5.8,11,2101,Organic Compost,Powdery Mildew - Sulfur
Brinjal,Alluvial,6.2,26,1246,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Mustard,Black,7,18,1468,Potassium Nitrate,Rust - Propiconazole
Jute,Clayey,7,26,793,Farmyard Manure,Late Blight - Mancozeb
Coffee,Laterite,7.2,26,2469,Organic Compost,Blast - Tricyclazole
Pineapple,Clayey Loam,6.6,10,2145,Potassium Nitrate,Rust - Propiconazole
Apple,Sandy,6.5,26,953,Organic Compost,Leaf Curl - Imidacloprid
Pear,Red,7.5,10,1491,Urea,Stem Borer - Carbaryl
